Código INE;Municipio;Provincia;Comunidad/ciudad autónoma
19113;Espinosa de Henares;Guadalajara;Castilla-La Mancha
05072;Espinosa de los Caballeros;Ávila;Castilla y León
09124;Espinosa de los Monteros;Burgos;Castilla y León
34071;Espinosa de Villagonzalo;Palencia;Castilla y León
09123;Espinosa del Camino;Burgos;Castilla y León
45063;Espinoso del Rey;Toledo;Castilla-La Mancha
40077;Espirdo;Segovia;Castilla y León
19114;Esplegares;Guadalajara;Castilla-La Mancha
08077;Esplugues de Llobregat;Barcelona;Cataluña/Catalunya
22099;Esplús;Huesca;Aragón
17064;Espolla;Girona;Cataluña/Catalunya
17065;Esponellà;Girona;Cataluña/Catalunya
07020;Esporles;Illes Balears;Illes Balears
25082;Espot;Lleida;Cataluña/Catalunya
31096;Espronceda;Navarra;Comunidad Foral de Navarra
45064;Esquivias;Toledo;Castilla-La Mancha
19115;Establés;Guadalajara;Castilla-La Mancha
22102;Estada;Huesca;Aragón
22103;Estadilla;Huesca;Aragón
25088;Estamariu;Lleida;Cataluña/Catalunya
25085;Estaràs;Lleida;Cataluña/Catalunya
31097;Estella-Lizarra;Navarra;Comunidad Foral de Navarra
07021;Estellencs;Illes Balears;Illes Balears
41041;Estepa;Sevilla;Andalucía
42082;Estepa de San Juan;Soria;Castilla y León
09125;Estépar;Burgos;Castilla y León
29051;Estepona;Málaga;Andalucía
44100;Estercuel;Teruel;Aragón
31098;Esteribar;Navarra;Comunidad Foral de Navarra
25086;Esterri d'Àneu;Lleida;Cataluña/Catalunya
25087;Esterri de Cardós;Lleida;Cataluña/Catalunya
46120;Estivella;València/Valencia;Comunitat Valenciana
26060;Estollo;La Rioja;La Rioja
22105;Estopiñán del Castillo;Huesca;Aragón
28055;Estremera;Madrid;Comunidad de Madrid
19116;Estriégana;Guadalajara;Castilla-La Mancha
46121;Estubeny;València/Valencia;Comunitat Valenciana
31099;Etayo;Navarra;Comunidad Foral de Navarra
31082;Etxalar;Navarra;Comunidad Foral de Navarra
31084;Etxarri Aranatz;Navarra;Comunidad Foral de Navarra
31085;Etxauri;Navarra;Comunidad Foral de Navarra
48029;Etxebarri;Bizkaia;País Vasco/Euskadi
48030;Etxebarria;Bizkaia;País Vasco/Euskadi
31100;Eulate;Navarra;Comunidad Foral de Navarra
31101;Ezcabarte;Navarra;Comunidad Foral de Navarra
26061;Ezcaray;La Rioja;La Rioja
31093;Ezcároz/Ezkaroze;Navarra;Comunidad Foral de Navarra
20035;Ezkio-Itsaso;Gipuzkoa;País Vasco/Euskadi
31102;Ezkurra;Navarra;Comunidad Foral de Navarra
31103;Ezprogui;Navarra;Comunidad Foral de Navarra
50102;Fabara;Zaragoza;Aragón
24070;Fabero;León;Castilla y León
03067;Facheca;Alacant/Alicante;Comunitat Valenciana
22106;Fago;Huesca;Aragón
31104;Falces;Navarra;Comunidad Foral de Navarra
43055;Falset;Tarragona;Cataluña/Catalunya
03068;Famorca;Alacant/Alicante;Comunitat Valenciana
22107;Fanlo;Huesca;Aragón
12059;Fanzara;Castelló/Castellón;Comunitat Valenciana
29052;Faraján;Málaga;Andalucía
49063;Faramontanos de Tábara;Zamora;Castilla y León
49064;Fariza;Zamora;Castilla y León
50104;Farlete;Zaragoza;Aragón
25089;Farrera;Lleida;Cataluña/Catalunya
38012;Fasnia;Santa Cruz de Tenerife;Canarias
46122;Faura;València/Valencia;Comunitat Valenciana
46123;Favara;València/Valencia;Comunitat Valenciana
50105;Fayón;Zaragoza;Aragón
07022;Felanitx;Illes Balears;Illes Balears
04043;Felix;Almería;Andalucía
15035;Fene;A Coruña;Galicia
02031;Férez;Albacete;Castilla-La Mancha
06049;Feria;Badajoz;Extremadura
49065;Fermoselle;Zamora;Castilla y León
13040;Fernán Caballero;Ciudad Real;Castilla-La Mancha
14027;Fernán-Núñez;Córdoba;Andalucía
18074;Ferreira;Granada;Andalucía
49066;Ferreras de Abajo;Zamora;Castilla y León
49067;Ferreras de Arriba;Zamora;Castilla y León
07023;Ferreries;Illes Balears;Illes Balears
49068;Ferreruela;Zamora;Castilla y León
44101;Ferreruela de Huerva;Teruel;Aragón
15036;Ferrol;A Coruña;Galicia
08134;Figaró-Montmany;Barcelona;Cataluña/Catalunya
08080;Fígols;Barcelona;Cataluña/Catalunya
25908;Fígols i Alinyà;Lleida;Cataluña/Catalunya
17066;Figueres;Girona;Cataluña/Catalunya
43059;Figuerola del Camp;Tarragona;Cataluña/Catalunya
12060;Figueroles;Castelló/Castellón;Comunitat Valenciana
49069;Figueruela de Arriba;Zamora;Castilla y León
50107;Figueruelas;Zaragoza;Aragón
04044;Fines;Almería;Andalucía
03069;Finestrat;Alacant/Alicante;Comunitat Valenciana
04045;Fiñana;Almería;Andalucía
35008;Firgas;Las Palmas;Canarias
22109;Fiscal;Huesca;Aragón
15037;Fisterra;A Coruña;Galicia
31105;Fitero;Navarra;Comunidad Foral de Navarra
17067;Flaçà;Girona;Cataluña/Catalunya
43060;Flix;Tarragona;Cataluña/Catalunya
05073;Flores de Ávila;Ávila;Castilla y León
37129;Florida de Liébana;Salamanca;Castilla y León
08082;Fogars de la Selva;Barcelona;Cataluña/Catalunya
08081;Fogars de Montclús;Barcelona;Cataluña/Catalunya
46126;Foios;València/Valencia;Comunitat Valenciana
17068;Foixà;Girona;Cataluña/Catalunya
24071;Folgoso de la Ribera;León;Castilla y León
27017;Folgoso do Courel;Lugo;Galicia
08083;Folgueroles;Barcelona;Cataluña/Catalunya
47062;Fombellida;Valladolid;Castilla y León
50108;Fombuena;Zaragoza;Aragón
47063;Fompedraza;Valladolid;Castilla y León
26062;Foncea;La Rioja;La Rioja
25093;Fondarella;Lleida;Cataluña/Catalunya
03077;El Fondó de les Neus/Hondón de las Nieves;Alacant/Alicante;Comunitat Valenciana
04046;Fondón;Almería;Andalucía
18076;Fonelas;Granada;Andalucía
44102;Fonfría;Teruel;Aragón
49071;Fonfría;Zamora;Castilla y León
08084;Fonollosa;Barcelona;Cataluña/Catalunya
17069;Fontanals de Cerdanya;Girona;Cataluña/Catalunya
19117;Fontanar;Guadalajara;Castilla-La Mancha
13041;Fontanarejo;Ciudad Real;Castilla-La Mancha
46124;Fontanars dels Alforins;València/Valencia;Comunitat Valenciana
17070;Fontanilles;Girona;Cataluña/Catalunya
17071;Fontcoberta;Girona;Cataluña/Catalunya
31106;Fontellas;Navarra;Comunidad Foral de Navarra
47064;Fontihoyuelo;Valladolid;Castilla y León
09127;Fontioso;Burgos;Castilla y León
05074;Fontiveros;Ávila;Castilla y León
08085;Font-rubí;Barcelona;Cataluña/Catalunya
22110;Fonz;Huesca;Aragón
26063;Fonzaleche;La Rioja;La Rioja
25094;Foradada;Lleida;Cataluña/Catalunya
22111;Foradada del Toscar;Huesca;Aragón
17902;Forallac;Girona;Cataluña/Catalunya
12061;Forcall;Castelló/Castellón;Comunitat Valenciana
36018;Forcarei;Pontevedra;Galicia
43061;Forès;Tarragona;Cataluña/Catalunya
37130;Forfoleda;Salamanca;Castilla y León
07024;Formentera;Illes Balears;Illes Balears
03070;Formentera del Segura;Alacant/Alicante;Comunitat Valenciana
44103;Formiche Alto;Teruel;Aragón
07025;Fornalutx;Illes Balears;Illes Balears
17073;Fornells de la Selva;Girona;Cataluña/Catalunya
36019;Fornelos de Montes;Pontevedra;Galicia
18077;Fornes;Granada;Andalucía
44105;Fórnoles;Teruel;Aragón
46125;Fortaleny;València/Valencia;Comunitat Valenciana
44106;Fortanete;Teruel;Aragón
17074;Fortià;Girona;Cataluña/Catalunya
30020;Fortuna;Murcia;Región de Murcia
48906;Forua;Bizkaia;País Vasco/Euskadi
27019;Foz;Lugo;Galicia
44107;Foz-Calanda;Teruel;Aragón
15038;Frades;A Coruña;Galicia
37131;Frades de la Sierra;Salamanca;Castilla y León
22112;Fraga;Huesca;Aragón
23033;Frailes;Jaén;Andalucía
09128;Frandovínez;Burgos;Castilla y León
34072;Frechilla;Palencia;Castilla y León
42083;Frechilla de Almazán;Soria;Castilla y León
06050;Fregenal de la Sierra;Badajoz;Extremadura
43062;Freginals;Tarragona;Cataluña/Catalunya
18078;Freila;Granada;Andalucía
50111;Fréscano;Zaragoza;Aragón
16083;Fresneda de Altarejos;Cuenca;Castilla-La Mancha
40078;Fresneda de Cuéllar;Segovia;Castilla y León
16084;Fresneda de la Sierra;Cuenca;Castilla-La Mancha
09129;Fresneda de la Sierra Tirón;Burgos;Castilla y León
05075;Fresnedilla;Ávila;Castilla y León
28056;Fresnedillas de la Oliva;Madrid;Comunidad de Madrid
37133;Fresnedoso;Salamanca;Castilla y León
10075;Fresnedoso de Ibor;Cáceres;Extremadura
09130;Fresneña;Burgos;Castilla y León
09131;Fresnillo de las Dueñas;Burgos;Castilla y León
37134;Fresno Alhándiga;Salamanca;Castilla y León
40079;Fresno de Cantespino;Segovia;Castilla y León
42084;Fresno de Caracena;Soria;Castilla y León
40080;Fresno de la Fuente;Segovia;Castilla y León
49075;Fresno de la Polvorosa;Zamora;Castilla y León
49076;Fresno de la Ribera;Zamora;Castilla y León
24073;Fresno de la Vega;León;Castilla y León
09132;Fresno de Río Tirón;Burgos;Castilla y León
09133;Fresno de Rodilla;Burgos;Castilla y León
49077;Fresno de Sayago;Zamora;Castilla y León
28057;Fresno de Torote;Madrid;Comunidad de Madrid
34073;Fresno del Río;Palencia;Castilla y León
47065;Fresno el Viejo;Valladolid;Castilla y León
09134;Frías;Burgos;Castilla y León
44109;Frías de Albarracín;Teruel;Aragón
49078;Friera de Valverde;Zamora;Castilla y León
29053;Frigiliana;Málaga;Andalucía
27020;Friol;Lugo;Galicia
34074;Frómista;Palencia;Castilla y León
38013;Frontera;Santa Cruz de Tenerife;Canarias
48035;Fruiz;Bizkaia;País Vasco/Euskadi
40081;Frumales;Segovia;Castilla y León
19118;Fuembellida;Guadalajara;Castilla-La Mancha
13042;Fuencaliente;Ciudad Real;Castilla-La Mancha
38014;Fuencaliente de la Palma;Santa Cruz de Tenerife;Canarias
19119;Fuencemillán;Guadalajara;Castilla-La Mancha
50113;Fuendejalón;Zaragoza;Aragón
50114;Fuendetodos;Zaragoza;Aragón
44110;Fuenferrada;Teruel;Aragón
29054;Fuengirola;Málaga;Andalucía
28058;Fuenlabrada;Madrid;Comunidad de Madrid
06051;Fuenlabrada de los Montes;Badajoz;Extremadura
13043;Fuenllana;Ciudad Real;Castilla-La Mancha
26064;Fuenmayor;La Rioja;La Rioja
47066;Fuensaldaña;Valladolid;Castilla y León
45066;Fuensalida;Toledo;Castilla-La Mancha
02032;Fuensanta;Albacete;Castilla-La Mancha
23034;Fuensanta de Martos;Jaén;Andalucía
30021;Fuente Álamo de Murcia;Murcia;Región de Murcia
14901;Fuente Carreteros;Córdoba;Andalucía
06052;Fuente de Cantos;Badajoz;Extremadura
16086;Fuente de Pedro Naharro;Cuenca;Castilla-La Mancha
29055;Fuente de Piedra;Málaga;Andalucía
40082;Fuente de Santa Cruz;Segovia;Castilla y León
06053;Fuente del Arco;Badajoz;Extremadura
06054;Fuente del Maestre;Badajoz;Extremadura
13044;Fuente el Fresno;Ciudad Real;Castilla-La Mancha
40083;Fuente el Olmo de Fuentidueña;Segovia;Castilla y León
40084;Fuente el Olmo de Íscar;Segovia;Castilla y León
05077;Fuente el Saúz;Ávila;Castilla y León
28059;Fuente el Saz de Jarama;Madrid;Comunidad de Madrid
47067;Fuente el Sol;Valladolid;Castilla y León
49079;Fuente Encalada;Zamora;Castilla y León
14028;Fuente la Lancha;Córdoba;Andalucía
12063;Fuente la Reina;Castelló/Castellón;Comunitat Valenciana
14029;Fuente Obejuna;Córdoba;Andalucía
14030;Fuente Palmera;Córdoba;Andalucía
18079;Fuente Vaqueros;Granada;Andalucía
02033;Fuente-Álamo;Albacete;Castilla-La Mancha
02034;Fuentealbilla;Albacete;Castilla-La Mancha
42085;Fuentearmegil;Soria;Castilla y León
09135;Fuentebureba;Burgos;Castilla y León
42086;Fuentecambrón;Soria;Castilla y León
42087;Fuentecantos;Soria;Castilla y León
09136;Fuentecén;Burgos;Castilla y León
37136;Fuenteguinaldo;Salamanca;Castilla y León
21033;Fuenteheridos;Huelva;Andalucía
19120;Fuentelahiguera de Albatages;Guadalajara;Castilla-La Mancha
49080;Fuentelapeña;Zamora;Castilla y León
09137;Fuentelcésped;Burgos;Castilla y León
19121;Fuentelencina;Guadalajara;Castilla-La Mancha
16087;Fuentelespino de Haro;Cuenca;Castilla-La Mancha
16088;Fuentelespino de Moya;Cuenca;Castilla-La Mancha
37137;Fuenteliante;Salamanca;Castilla y León
09138;Fuentelisendo;Burgos;Castilla y León
42088;Fuentelmonge;Soria;Castilla y León
19122;Fuentelsaz;Guadalajara;Castilla-La Mancha
42089;Fuentelsaz de Soria;Soria;Castilla y León
19123;Fuentelviejo;Guadalajara;Castilla-La Mancha
09139;Fuentemolinos;Burgos;Castilla y León
16904;Fuentenava de Jábaga;Cuenca;Castilla-La Mancha
09140;Fuentenebro;Burgos;Castilla y León
19124;Fuentenovilla;Guadalajara;Castilla-La Mancha
47068;Fuente-Olmedo;Valladolid;Castilla y León
40086;Fuentepelayo;Segovia;Castilla y León
42090;Fuentepinilla;Soria;Castilla y León
40087;Fuentepiñel;Segovia;Castilla y León
40088;Fuenterrebollo;Segovia;Castilla y León
37138;Fuenterroble de Salvatierra;Salamanca;Castilla y León
46129;Fuenterrobles;València/Valencia;Comunitat Valenciana
16089;Fuentes;Cuenca;Castilla-La Mancha
44111;Fuentes Calientes;Teruel;Aragón
44112;Fuentes Claras;Teruel;Aragón
41042;Fuentes de Andalucía;Sevilla;Andalucía
05078;Fuentes de Año;Ávila;Castilla y León
12064;Fuentes de Ayódar;Castelló/Castellón;Comunitat Valenciana
37139;Fuentes de Béjar;Salamanca;Castilla y León
24074;Fuentes de Carbajal;León;Castilla y León
50115;Fuentes de Ebro;Zaragoza;Aragón
50116;Fuentes de Jiloca;Zaragoza;Aragón
06055;Fuentes de León;Badajoz;Extremadura
42092;Fuentes de Magaña;Soria;Castilla y León
34076;Fuentes de Nava;Palencia;Castilla y León
37140;Fuentes de Oñoro;Salamanca;Castilla y León
49082;Fuentes de Ropel;Zamora;Castilla y León
44113;Fuentes de Rubielos;Teruel;Aragón
34077;Fuentes de Valdepero;Palencia;Castilla y León
49081;Fuentesaúco;Zamora;Castilla y León
40089;Fuentesaúco de Fuentidueña;Segovia;Castilla y León
49083;Fuentesecas;Zamora;Castilla y León
40091;Fuentesoto;Segovia;Castilla y León
44114;Fuentespalda;Teruel;Aragón
09141;Fuentespina;Burgos;Castilla y León
49084;Fuentespreadas;Zamora;Castilla y León
42093;Fuentestrún;Soria;Castilla y León
14031;Fuente-Tójar;Córdoba;Andalucía
40092;Fuentidueña;Segovia;Castilla y León
28060;Fuentidueña de Tajo;Madrid;Comunidad de Madrid
23035;Fuerte del Rey;Jaén;Andalucía
16091;Fuertescusa;Cuenca;Castilla-La Mancha
25097;Fulleda;Lleida;Cataluña/Catalunya
31107;Funes;Navarra;Comunidad Foral de Navarra
31108;Fustiñana;Navarra;Comunidad Foral de Navarra
16092;Gabaldón;Cuenca;Castilla-La Mancha
20038;Gabiria;Gipuzkoa;País Vasco/Euskadi
04047;Gádor;Almería;Andalucía
08090;Gaià;Barcelona;Cataluña/Catalunya
03072;Gaianes;Alacant/Alicante;Comunitat Valenciana
12065;Gaibiel;Castelló/Castellón;Comunitat Valenciana
20037;Gaintza;Gipuzkoa;País Vasco/Euskadi
19125;Gajanejos;Guadalajara;Castilla-La Mancha
37141;Gajates;Salamanca;Castilla y León
28061;Galapagar;Madrid;Comunidad de Madrid
19126;Galápagos;Guadalajara;Castilla-La Mancha
31109;Galar;Navarra;Comunidad Foral de Navarra
21034;Galaroza;Huelva;Andalucía
09143;Galbarros;Burgos;Castilla y León
26065;Galbárruli;La Rioja;La Rioja
48036;Galdakao;Bizkaia;País Vasco/Euskadi
48037;Galdames;Bizkaia;País Vasco/Euskadi
35009;Gáldar;Las Palmas;Canarias
49085;Galende;Zamora;Castilla y León
18082;Galera;Granada;Andalucía
26066;Galilea;La Rioja;La Rioja
37142;Galindo y Perahuy;Salamanca;Castilla y León
37143;Galinduste;Salamanca;Castilla y León
37144;Galisancho;Salamanca;Castilla y León
10076;Galisteo;Cáceres;Extremadura
40093;Gallegos;Segovia;Castilla y León
05079;Gallegos de Altamiros;Ávila;Castilla y León
37145;Gallegos de Argañán;Salamanca;Castilla y León
47069;Gallegos de Hornija;Valladolid;Castilla y León
05080;Gallegos de Sobrinos;Ávila;Castilla y León
37146;Gallegos de Solmirón;Salamanca;Castilla y León
49086;Gallegos del Pan;Zamora;Castilla y León
49087;Gallegos del Río;Zamora;Castilla y León
08087;Gallifa;Barcelona;Cataluña/Catalunya
26067;Gallinero de Cameros;La Rioja;La Rioja
31110;Gallipienzo/Galipentzu;Navarra;Comunidad Foral de Navarra
50117;Gallocanta;Zaragoza;Aragón
31111;Gallués/Galoze;Navarra;Comunidad Foral de Navarra
50118;Gallur;Zaragoza;Aragón
44115;Galve;Teruel;Aragón
19127;Galve de Sorbe;Guadalajara;Castilla-La Mancha
45067;Gálvez;Toledo;Castilla-La Mancha
48038;Gamiz-Fika;Bizkaia;País Vasco/Euskadi
49088;Gamones;Zamora;Castilla y León
43064;Gandesa;Tarragona;Cataluña/Catalunya
46131;Gandia;València/Valencia;Comunitat Valenciana
16093;Garaballa;Cuenca;Castilla-La Mancha
38015;Garachico;Santa Cruz de Tenerife;Canarias
38016;Garafía;Santa Cruz de Tenerife;Canarias
48039;Garai;Bizkaia;País Vasco/Euskadi
31112;Garaioa;Navarra;Comunidad Foral de Navarra
06056;Garbayuela;Badajoz;Extremadura
43065;Garcia;Tarragona;Cataluña/Catalunya
10077;Garciaz;Cáceres;Extremadura
37147;Garcibuey;Salamanca;Castilla y León
37148;Garcihernández;Salamanca;Castilla y León
40094;Garcillán;Segovia;Castilla y León
45068;Garciotum;Toledo;Castilla-La Mancha
37149;Garcirrey;Salamanca;Castilla y León
31113;Garde;Navarra;Comunidad Foral de Navarra
44116;Gargallo;Teruel;Aragón
28062;Garganta de los Montes;Madrid;Comunidad de Madrid
05081;Garganta del Villar;Ávila;Castilla y León
10079;Garganta la Olla;Cáceres;Extremadura
10080;Gargantilla;Cáceres;Extremadura
28063;Gargantilla del Lozoya y Pinilla de Buitrago;Madrid;Comunidad de Madrid
10081;Gargüera;Cáceres;Extremadura
31114;Garínoain;Navarra;Comunidad Foral de Navarra
06057;Garlitos;Badajoz;Extremadura
24076;Garrafe de Torío;León;Castilla y León
31115;Garralda;Navarra;Comunidad Foral de Navarra
42094;Garray;Soria;Castilla y León
17075;Garrigàs;Girona;Cataluña/Catalunya
17076;Garrigoles;Girona;Cataluña/Catalunya
17077;Garriguella;Girona;Cataluña/Catalunya
10082;Garrovillas de Alconétar;Cáceres;Extremadura
04049;Garrucha;Almería;Andalucía
10083;Garvín;Cáceres;Extremadura
28064;Gascones;Madrid;Comunidad de Madrid
16094;Gascueña;Cuenca;Castilla-La Mancha
19129;Gascueña de Bornova;Guadalajara;Castilla-La Mancha
10084;Gata;Cáceres;Extremadura
03071;Gata de Gorgos;Alacant/Alicante;Comunitat Valenciana
48040;Gatika;Bizkaia;País Vasco/Euskadi
47070;Gatón de Campos;Valladolid;Castilla y León
46902;Gátova;València/Valencia;Comunitat Valenciana
29056;Gaucín;Málaga;Andalucía
48041;Gautegiz Arteaga;Bizkaia;País Vasco/Euskadi
08089;Gavà;Barcelona;Cataluña/Catalunya
46130;Gavarda;València/Valencia;Comunitat Valenciana
25098;Gavet de la Conca;Lleida;Cataluña/Catalunya
05082;Gavilanes;Ávila;Castilla y León
20907;Gaztelu;Gipuzkoa;País Vasco/Euskadi
44117;Gea de Albarracín;Teruel;Aragón
37150;Gejuelo del Barro;Salamanca;Castilla y León
12067;Geldo;Castelló/Castellón;Comunitat Valenciana
08091;Gelida;Barcelona;Cataluña/Catalunya
50119;Gelsa;Zaragoza;Aragón
41044;Gelves;Sevilla;Andalucía
49090;Gema;Zamora;Castilla y León
05083;Gemuño;Ávila;Castilla y León
29057;Genalguacil;Málaga;Andalucía
23037;Génave;Jaén;Andalucía
31116;Genevilla;Navarra;Comunidad Foral de Navarra
17078;Ger;Girona;Cataluña/Catalunya
41045;Gerena;Sevilla;Andalucía
04050;Gérgal;Almería;Andalucía
47071;Geria;Valladolid;Castilla y León
45069;Gerindote;Toledo;Castilla-La Mancha
48046;Gernika-Lumo;Bizkaia;País Vasco/Euskadi
46133;Gestalgar;València/Valencia;Comunitat Valenciana
28065;Getafe;Madrid;Comunidad de Madrid
20039;Getaria;Gipuzkoa;País Vasco/Euskadi
48044;Getxo;Bizkaia;País Vasco/Euskadi
21035;Gibraleón;Huelva;Andalucía
33024;Gijón;Asturias;Principado de Asturias
05085;Gil García;Ávila;Castilla y León
05084;Gilbuena;Ávila;Castilla y León
41046;Gilena;Sevilla;Andalucía
46134;Gilet;València/Valencia;Comunitat Valenciana
25912;Gimenells i el Pla de la Font;Lleida;Cataluña/Catalunya
05086;Gimialcón;Ávila;Castilla y León
26068;Gimileo;La Rioja;La Rioja
41047;Gines;Sevilla;Andalucía
43067;Ginestar;Tarragona;Cataluña/Catalunya
17079;Girona;Girona;Cataluña/Catalunya
08092;Gironella;Barcelona;Cataluña/Catalunya
08093;Gisclareny;Barcelona;Cataluña/Catalunya
22114;Gistaín;Huesca;Aragón
48047;Gizaburuaga;Bizkaia;País Vasco/Euskadi
18083;Gobernador;Granada;Andalucía
43068;Godall;Tarragona;Cataluña/Catalunya
46135;Godella;València/Valencia;Comunitat Valenciana
46136;Godelleta;València/Valencia;Comunitat Valenciana
50120;Godojos;Zaragoza;Aragón
31117;Goizueta;Navarra;Comunidad Foral de Navarra
18084;Gójar;Granada;Andalucía
42095;Golmayo;Soria;Castilla y León
25099;Golmés;Lleida;Cataluña/Catalunya
02036;Golosalvo;Albacete;Castilla-La Mancha
37151;Golpejas;Salamanca;Castilla y León
42096;Gómara;Soria;Castilla y León
17080;Gombrèn;Girona;Cataluña/Catalunya
37152;Gomecello;Salamanca;Castilla y León
32033;Gomesende;Ourense;Galicia
40095;Gomezserracín;Segovia;Castilla y León
36021;Gondomar;Pontevedra;Galicia
31118;Goñi;Navarra;Comunidad Foral de Navarra
18085;Gor;Granada;Andalucía
18086;Gorafe;Granada;Andalucía
24077;Gordaliza del Pino;León;Castilla y León
48042;Gordexola;Bizkaia;País Vasco/Euskadi
24078;Gordoncillo;León;Castilla y León
03073;Gorga;Alacant/Alicante;Comunitat Valenciana
48043;Gorliz;Bizkaia;País Vasco/Euskadi
42097;Gormaz;Soria;Castilla y León
25100;Gósol;Lleida;Cataluña/Catalunya
05087;Gotarrendura;Ávila;Castilla y León
50121;Gotor;Zaragoza;Aragón
33025;Gozón;Asturias;Principado de Asturias
24079;Gradefes;León;Castilla y León
33026;Grado;Asturias;Principado de Asturias
